施設名,郵便番号,住所,電話番号,ウェブサイトURL,産科、婦人科又は産婦人科の標榜の有無,医療機関における緊急避妊にかかる対面診療への対応可能時間帯,常時の緊急避妊薬の在庫の有無,都道府県,市町村,市町村コード,緯度,経度
永迫クリニック,880-0805,宮崎県宮崎市橘通3丁目4番36号 村武ビル2F,0985-23-9362,,有,"平日 9:00～12:30、14:00～17:00
木曜・土曜 9:00～12:30",有,宮崎県,宮崎市,45201,31.907902,131.420441
"産科・婦人科細川レディス
クリニック",880-0035,宮崎県宮崎市下北方町井手下北40-7,0985-22-7313,,有,"月・水・金
9:00～12:00 14:00～17:00
火 9:00～10:30 14:00～17:00
土 9:00～12:00",有,宮崎県,宮崎市,45201,31.944815,131.419754
"医療法人社団学而会はた産
婦人科医院",880-0023,宮崎県宮崎市和知川原1丁目107番地,0985-28-3511,,有,"月・火・木・金 9:00～17:30
水・土 9:00～12:30",有,宮崎県,宮崎市,45201,31.924736,131.415222
"産婦人科いきめの杜クリ
ニック",880-2111,宮崎県宮崎市大字柏原407-1,0985-74-7400,ikimenomori-clinic.jp,有,"平日 9:00～12:00、14:00～18:00
木曜・土曜 9:00～12:00",有,宮崎県,宮崎市,45201,31.933769,131.369873
医療法人北原医院,885-0024,宮崎県都城市北原町11-5,0986-22-4133,http://www.kitaharaclinic.com,有,"平日 8:30～12:30、14:00～18:00
木・土 8:30～12:30",有,宮崎県,都城市,45202,31.732821,131.075745
"医療法人豊志会 武田産婦
人科医院",885-0051,宮崎県都城市蔵原町10-26,0986-22-0336,,有,"平日 8:30～17:30
木、土 8:30～12:30",有,宮崎県,都城市,45202,31.723278,131.064911
すみ産婦人科,885-0052,宮崎県都城市東町14-9-1,0986-23-1152,,有,"平日 8:00～17:15
木曜・土曜 8:00～12:15",有,宮崎県,都城市,45202,31.723783,131.070541
野田医院,885-0051,宮崎県都城市蔵原町9-18,0986-24-8553,http://noda-clinic.jp,有,"平日 8:50～17:00
土曜 8:50～11:00",有,宮崎県,都城市,45202,31.722864,131.067047
いそいち産婦人科医院,885-0085,宮崎県都城市平塚町3016,0986-22-4585,,有,"平日 9:00～17:00
木曜・土曜 9:00～12:00",有,宮崎県,都城市,45202,31.719347,131.029694
"医療法人社団豊徳会 丸田
病院",885-0075,宮崎県都城市八幡町4街区2号,0986-23-7060,maruta-hp.com/,有,"平日 9:00～12:00、15:30～17:00
土曜 9:00～10:30",有,宮崎県,都城市,45202,31.721275,131.058365
県立延岡病院,882-0835,宮崎県延岡市新小路2丁目1-10,0982-32-6181,http://nobeoka-kenbyo.jp,有,平日9:00～15:00,有,宮崎県,延岡市,45203,32.570145,131.66629
大重産婦人科医院,882-0844,宮崎県延岡市春日町3丁目4番地1,0982-21-2306,http://www.ohshige.jp/,有,"平日 9:00～12:00、14:00～17:00
土曜 9:00～12:30",有,宮崎県,延岡市,45203,32.575741,131.667877
中元寺産婦人科医院,882-0843,宮崎県延岡市永池町1-2-10,0982-34-5141,,有,"平日 8:30～12:00、14:00～17:30
水曜・土曜 8:30～12:00",有,宮崎県,延岡市,45203,32.573284,131.668121
医療法人緑の風 長沼医院,882-0866,宮崎県延岡市平原町3丁目1299-1,0982-21-7311,,有,"平日 9:00～17:00
木曜・土曜 9:00～13:00",有,宮崎県,延岡市,45203,32.550335,131.674271
社団法人育生会 井上病院,882-0866,宮崎県延岡市平原町1丁目990-1,0982-21-5110,www.inoue-hp.jp/,有,"平日 8:30～19:00
土曜 8:30～13:00",有,宮崎県,延岡市,45203,32.555359,131.674698
"産科・婦人科うちむらクリ
ニック",889-2536,宮崎県日南市吾田西3-7-48,0987-32-1230,www.uclinic.net,有,"平日 8:30～12:00、14:00～18:00
水・土 8:30～12:00",有,宮崎県,日南市,45204,31.610458,131.372635
産婦人科たなかクリニック,887-0012,宮崎県日南市園田1丁目1番5号,0987-23-1551,http://www.tanaka-obgyn.jp,有,"平日 8:30～12:30、14:00～18:00
水・土 8:30～12:30",有,宮崎県,日南市,45204,31.589811,131.398834
柳田産婦人科医院,883-0043,宮崎県日向市都町12-5,0982-52-2950,http://www.cl-yanagita.jp,有,"月・火・水・金 9:00～17:00
木・土 9:00～11:30","有
ホルモン剤のみ",宮崎県,日向市,45206,32.427013,131.626083
"医療法人仁徳会 渡辺産婦
人科",883-0022,宮崎県日向市大字平岩718番地,0982-57-1011,http://www.watanabehospital.jp,有,"月・火・金
8:30～12:00 14:00～17:00
水 8:30～12:00 15:30～17:00
木・土 8:30～12:00（第4土曜除く）",有,宮崎県,日向市,45206,32.368778,131.62677
康田産婦人科医院,883-0015,宮崎県日向市永江町1丁目129番地,0982-53-7788,,有,月～金 8:30～12:30、14:00～18:00,有,宮崎県,日向市,45206,32.425415,131.638474
"医療法人黎明会 えびの共
立病院",889-4151,宮崎県えびの市大字向江506,0984-37-1313,http://www.ebino-wh.or.jp,有,"平日 8:30～17:00
土曜 8:30～12:00",有,宮崎県,えびの市,45209,32.047516,130.769852
河野産科婦人科医院,884-0002,宮崎県児湯郡高鍋町北高鍋2605,0983-22-0341,http://www.kawano-sf.com/,有,"平日 9:00～17:30（水のみ午前中）
土曜 9:00～15:00
但し必要時は時間外でも対応している",有,宮崎県,児湯郡高鍋町,45401,32.122395,131.519897
医療法人愛生堂 坂田病院,884-0006,宮崎県高鍋町大字上江8108番地,0983-22-3426,http://www.sakata-hospital.or.jp/,"有
婦人科のみ","月・火・木・金 8:30～17:30
水・土 8:30～11:30",有,宮崎県,児湯郡高鍋町,45401,32.131557,131.505173
