施設名,郵便番号,住所,電話番号,ウェブサイトURL,産科、婦人科又は産婦人科の標榜の有無,医療機関における緊急避妊にかかる対面診療への対応可能時間帯,常時の緊急避妊薬の在庫の有無,都道府県,市町村,市町村コード,緯度,経度
庄司クリニック,305-0873,茨城県つくば市中野158-1,029-836-0405,,有,月火水金土、日(第2、第4)9:00-11:30 14:00-17:00,有,茨城県,つくば市,08220,36.022682,140.06665
医療法人静和会 池田医院,306-0433,茨城県猿島郡境町2174-100,0280-87-0171,https://www.ikedaiin-sakai.com/,有,月火木金土：8:30-11:30、15:15-18:00,有,茨城県,猿島郡境町,08546,36.114368,139.796066
船橋レディスクリニック,306-0126,茨城県古河市諸川657-3,0280-76-0386,http://www.funabashi-lc.jp,有,24時間対応可,有,茨城県,古河市,08204,36.199364,139.820923
医療法人 塚原医院,306-0101,茨城県古河市尾崎3810-3,0280-76-2323,,有,月8:30-12:00・16:00-18:00火8:30-12:00金8:30-12:00・16:00-18:00土8:30-12:00,※要有予約,茨城県,古河市,08204,36.191296,139.841293
くぼたクリニック,313-0016,茨城県常陸太田市金井町3566,0294-72-7811,,有,月～土9:00～12:30,有,茨城県,常陸太田市,08212,36.537151,140.527206
岩佐医院,319-3526,茨城県大子町大子1828-7,0295-72-0975,http://www.iwasa-clinic.com,有,月水金土 9:00～12:00、14:00～18:00 火14:00～18:00,有,茨城県,久慈郡大子町,08364,36.76601,140.355713
岩間産婦人科,310-0053,茨城県水戸市末広町2-3-38,029-221-6951,https://www.489map.com>shoshin,有,月火水金 9:00～12：15、14：00～17：45 土9:00～12：15、14：00～15：45,有,茨城県,水戸市,08201,36.390533,140.454727
(医)社団 植野産婦人科医院,310-0063,茨城県水戸市五軒町2-3-7,029-221-2513,http://www.ueno-mc.or.jp/,有,月火水金 8：30～17：00 木・土8：30～12：00,有,茨城県,水戸市,08201,36.38203,140.463242
山縣産婦人科,310-0851,茨城県水戸市千波町371-4,029-241-6121,http://www.yamagata-clinic.jp/,有,月火水金土 9:00～16：30,有,茨城県,水戸市,08201,36.363297,140.458694
けやきクリニック,319-0133,茨城県小美玉市張星503-3,0299-36-7777,,有,平日 9：00～18：00 土 9：00～12：30,有,茨城県,小美玉市,08236,36.244076,140.311493
原レディスクリニック,312-0018,茨城県ひたちなか市笹野町2-11-10,029-276-9577,https://hara-ladies.jp/,有,月木 9:00～18：00 火金土 9:00～17：00,有,茨城県,ひたちなか市,08221,36.396729,140.54538
はやかわクリニック,312-0032,茨城県ひたちなか市津田1952-1,029-354-4114,,有,月水木金 9:00～16：30 土9:00～10：30,有,茨城県,ひたちなか市,08221,36.4133,140.507751
遠藤産婦人科医院,308-0008,茨城県筑西市八丁台63,0296-20-1000,https://www.endo-lc.jp/,有,9：00～17：30場合により時間外も対応可,有,茨城県,筑西市,08227,36.324883,139.97348
横瀬医院,300-4517,茨城県筑西市海老ヶ島962-2,0296-52-0027,,有,月火木金土9:00-12:00、15:00-19:00,無,茨城県,筑西市,08227,36.250427,140.04039
医療法人社団海里会 池羽レディースクリニック,307-0001,茨城県結城市結城10622-1,0296-33-3465,http://www.ikeba-lc.net/,有,平日9：00-18：00(12：00-15：00は状況による) 曜9：00-12：00,有,茨城県,結城市,08207,36.303757,139.863678
医療法人慈聖会平間産婦人科医院,308-0021,茨城県筑西市甲95-5,0296-22-3741,http://hirama-sanfujinka.jp/,有,月火水金9：00～12：00、1400～1800 木土9：00～12：00,有,茨城県,筑西市,08227,36.308025,139.976776
つばさクリニック,311-3835,茨城県行方市島並1511,0299-72-2830,http://tsubasaclinic.com,有,平日9:00-11:30、14:30-17:30 土曜9:00-11:30,有,茨城県,行方市,08233,36.013699,140.480438
大久保診療所,311-2424,茨城県潮来市潮来143-2,0299-62-2506,http://www.myclinic.ne.jp/okb_cl/pc/・,有,月水金9:00-12:50、12:50-18:20 火：15:30-18:20 土9:00-12:50,有,茨城県,潮来市,08223,35.940041,140.542191
医療法人社団葉山産婦人科,314-0031,茨城県鹿嶋市宮中1995-25,0299-83-1515,http://www.hayamalc.jp,有,平日、土日祝日問わず９時から17時までに要問合せ,有,茨城県,鹿嶋市,08222,35.964256,140.637146
髙橋医院,311-1504,茨城県鉾田市安房1407-8,0291-32-2301,https://www.takahashi-iin-hokota.jp,有,月火水金：9:00～12:00/13:30～17:00 木土：9:00～12:00 日祝休診,有,茨城県,鉾田市,08234,36.165585,140.524872
柴田マタニティクリニック,300-0037,茨城県土浦市桜町4-13-20,029-821-0154,,有,月火木金 9:00-17:00 土9:00-12:00,有,茨城県,土浦市,08203,36.07909,140.195724
石川クリニック,300-0038,茨城県土浦市大町12-3,029-821-2587,http://ishikawa-clinic.tsuchiura-ishikai.org/,有,"平日8:30-12:00・14:30-18:00(木以外) 土8:30-12:00、14:00-15:30 日(予約のみ) 8:30-
11:30(休診となることあり）",有,茨城県,土浦市,08203,36.081409,140.193832
中山産婦人科医院,300-0033,茨城県土浦市川口1-1-14,029-822-3852,,有,月火木金土 9:00-11:30 14:00-17:00,有,茨城県,土浦市,08203,36.080162,140.201614
鈴村医院,300-0038,茨城県土浦市大町8-7,029-821-0174,,有,平日 9:30-11:30 14:00-17:30(日木祝は休診),有,茨城県,土浦市,08203,36.080215,140.194641
医療法人瀬尾医院,316-0004,茨城県日立市東多賀町2-15-8,0294-33-0763,http://www.seoiin.com,有,月～金 8：30-17：30 土8：30-12：30,有,茨城県,日立市,08202,36.550831,140.631927
姫野産婦人科医院,317-0072,茨城県日立市弁天町1-12-3,0294-21-1080,,有,月火木土9：30～12：00,有,茨城県,日立市,08202,36.593651,140.653458
医療法人かもしたクリニック,316-0033,茨城県日立市中成沢町4-17-22,0294-28-6100,,有,月火水金 9：30～12：30/15：00～18：00 木土9：30～12：30,有,茨城県,日立市,08202,36.57679,140.641953
いがらしクリニック,301-0826,茨城県龍ｹ崎市栄町4659-3,0297-62-0936,https://igarashi-cl.com/,有,平日 9:00-12:00 14:00-17:00,有,茨城県,龍ケ崎市,08208,35.911594,140.182266
鴻巣クリニック,301-0832,茨城県龍ｹ崎市緑町200,0297-61-0151,,有,月水金 9:00-11:30 15:00-17:30 火土9:00～11:30 木日祝日休診,有,茨城県,龍ケ崎市,08208,35.907402,140.199203
医療法人昴会野村医院,301-0837,茨城県龍ｹ崎市3316-2,0297-62-6561,http://www.nomura-iin.com/,有,月水 9:00-11:30,有,茨城県,龍ケ崎市,08208,35.911594,140.182266
秋田医院,300-1511,茨城県取手市椚木890,0297-83-0341,,有,9:00-12:00 15:00-18:00 木日祝休診,有,茨城県,取手市,08217,35.927483,140.102203
かんの産婦人科クリニック,300-1512,茨城県取手市藤代1076,0297-83-0321,http://kanno-sanfujinka.com/,有,平日 9:00-12:00(水休診),有,茨城県,取手市,08217,35.915817,140.113327
医療法人社団博郁会椎名産婦人科,300-1234,茨城県牛久市中央5-12-20,029-872-0799,yshiina.in.arena.ne.jp,有,月火木金 9:00-12:00 15:00-17:00 土9:00-12:00 日9:00-10:30,有,茨城県,牛久市,08219,35.97776,140.142639
はなみずきクリニック,300-1234,茨城県牛久市中央1-6-22,029-871-1771,http://www.hanamizuki-clinic.com/,有,月火水金8:30-13:00 16:00-19:00 土8:30-11:30 13:00-15:30 日8:30-11:30,有,茨城県,牛久市,08219,35.984219,140.146301
お産の森いのちのもり産科婦人科篠崎医院,302-0116,茨城県守谷市大柏1067-1,0297-44-6203,http://www.shinozaki-clinic.org,有,平日、土 9:00-17:00,有,茨城県,守谷市,08224,35.946671,139.977402
松崎医院,306-0616,茨城県坂東市猫実1421,0297-39-2011,,有,月火水金土 8:30-11:30、15:00-17:30日 8:30-11:30,有,茨城県,坂東市,08228,36.041531,139.927841
医療法人 宇津野医院,304-0068,茨城県下妻市下妻T375-15,0296-45-0311,https://utsuno-clinc.com,有,月火水金：9:00-18:00土：9:00-17:00,有,茨城県,下妻市,08210,36.183586,139.961685
中岫産婦人科医院,304-0068,茨城県下妻市下妻T148,0296-44-2438,,有,平日 9:00-17:00 土9:00-12:00,有,茨城県,下妻市,08210,36.183586,139.961685
セントラル総合クリニック,300-1232,茨城県牛久市上柏田4-58-1,029-875-3511,http://www.central.or.jp/sc/,有,月～土 午前外来(受付8:00-11:30),有,茨城県,牛久市,08219,35.983994,140.158127
石渡産婦人科病院,310-0041,茨城県水戸市上水戸1T目4番21号,029-221-2553,http://ishiwata-hospital.jp,有,月火水金土 9:00-17:00 木 9:00-11:00,有,茨城県,水戸市,08201,36.388996,140.451462
ひろこレディースクリニック,310-0015,茨城県水戸市宮町1-2-4MYMビル4F,029-232-0011,https://hiroko-lc.com,有,月火水金 9:00-12:00/15:00-19:00 土9:00-14:00,有,茨城県,水戸市,08201,36.371666,140.476562
根本産婦人科医院,309-1736,茨城県笠間市八雲1-4-21,0296-77-0431,http://www.nemoto-lc.com,有,月火水金土 9時～16時（祝除く）,有,茨城県,笠間市,08216,36.347771,140.305969
白十字総合病院,314-0134,茨城県神栖市賀2148,0299-92-3311,http://www.hakujyuji.jp,有,火9:30-11:30 金9:30-11:30,有,茨城県,神栖市,08232,35.901379,140.623413
植竹医院,303-0023,茨城県常総市水海道宝町2841,0297-23-1135,,有,"月火水金土9:00-11:30,14:00-17:00 木9:00-11:30",有,茨城県,常総市,08211,36.020535,139.991516
水戸済生会総合病院,311-4198,茨城県水戸市双葉台3丁目3番10,029-254-5151,https://www.mito-saiseikai.jp/,有,9:00-17:00,有,茨城県,水戸市,08201,36.398888,140.393967
龍ケ崎済生会総合病院,301-0854,茨城県龍ヶ崎市中里1丁目１番,0297-63-7111,http://www.ryugasaki-hp.org/,有,月～金：8:30～16:30、土：8:30～12:30,有,茨城県,龍ケ崎市,08208,35.9338,140.203064
寺田医院,303-0044,茨城県常総市菅生町1717,0297-27-2662,https://www.terada-inn.com,有,月火水金土：9:00～12:00、15:00～17:30,有,茨城県,常総市,08211,35.994473,139.937317
つくば国際ブレストクリニック,305-0031,茨城県つくば市吾妻2丁目8-8つくばシティアビル2F,029-856-0819,http://www.tsukuba-breast.jp,有,土：9:00～12:30,有,茨城県,つくば市,08220,36.08416,140.112457
もりやファミリークリニック,302-0108,茨城県守谷市松並1394-1,0297-38-8210,https://moriya-fcl.com/,有,月火水金土9:00～12:00、14:00～18:00 木日9:00～12:00,有,茨城県,守谷市,08224,35.954906,139.999878
