施設名,郵便番号,住所,電話番号,ウェブサイトURL,産科、婦人科又は産婦人科の標榜の有無,医療機関における緊急避妊にかかる対面診療への対応可能時間帯,常時の緊急避妊薬の在庫の有無,都道府県,市町村,市町村コード,緯度,経度
愛媛大学医学部附属病院,791-0295,愛媛県東温市志津川454,089-964-5111,https://www.hsp.ehime-u.ac.jp/,有,"平日 8：30-17：00
土・日・祝日 8：30-17：00",有,愛媛県,東温市,38215,33.802807,132.879242
ハートレディースクリニック,791-0216,愛媛県東温市野田２丁目100-1,089-955-0082,http://hlc.d.dooo.jp,有,"日～水・金・土 9：00-13：00
水・土 15：00～18：00
火・金 15：00～19：00",有,愛媛県,東温市,38215,33.794518,132.837997
市立八幡浜総合病院,796-8502,愛媛県八幡浜市大平1番耕地638番地,0894-22-3211,http://yawatahama-cgh.jp/,有,"月 9：00～12：00
火 9：00～12：00
水 9：00～12：00
木 9：00～12：00
金 9：00～12：00",有,愛媛県,八幡浜市,38204,33.46843,132.424759
よしもとレディースクリニック,795-0065,愛媛県大洲市東若宮14-14,0893-25-7780,https://www.yoshimotolc.com/,有,"日 9：00～13：00
月 9：00～18：00
火 9：00～18：00
水 9：00～18：00
金 9：00～18：00
土 9：00～13：00",有,愛媛県,大洲市,38207,33.529854,132.564346
かわばた産婦人科,795-0064,愛媛県大洲市東大洲230番地2,0893-23-1103,http://www.kawabata-lc.jp,有,"月 9：00～18：00
火 9：00～18：00
水 9：00～18：00
木 9：00～12：00
金 9：00～18：00
土 9：00～14：00",有,愛媛県,大洲市,38207,33.527645,132.571136
小泉産婦人科医院,796-0010,愛媛県八幡浜市松柏丙780,0894-24-3003,,有,"月 9：00～16：00
火 9：00～16：00
水 9：00～16：00
木 9：00～16：00",有,愛媛県,八幡浜市,38204,33.46907,132.449585
いわもと婦人科クリニック,797-0015,愛媛県西予市宇和町卯之町二丁目２７５－２,0894-89-3223,https://www.iwamotofujinka-cl.com/,有,"月・火・水・金 9:00～12:00、
15:00～17:30
木 15:00～17:30
土 9:00～12:00",有,愛媛県,西予市,38214,33.364353,132.509155
山内産婦人科医院,798-0085,愛媛県宇和島市宮下甲223-5,0895-24-0321,http://yamauchi-lc.com/,有,いつでも可,有,愛媛県,宇和島市,38203,33.200893,132.549652
長野産婦人科,798-0050,愛媛県宇和島市堀端町１－８,0895-24-1103,http://nagano-ladies.jp/,有,8:00～22:00,有,愛媛県,宇和島市,38203,33.217422,132.568619
産科婦人科 ばらのいずみ クリニック,790-0941,愛媛県松山市和泉南１－７－１０,089-956-6002,https://www.baranoizumi-clinic.com/,有,"月・火・木・金 9:00～12:00、
15:30～18:30
水土 9:00～12:00",有,愛媛県,松山市,38201,33.817169,132.76445
梅岡レディースクリニック,790-0052,愛媛県松山市竹原町１－３－５,089-943-2421,https://www.umeoka-lc.or.jp/,有,"月・火・水・金 9:30～12:30、
16:00～18:30
木 9:30～12:30
土 9:30～13:30",有,愛媛県,松山市,38201,33.832981,132.755371
福井ウィメンズクリニック,790-0922,愛媛県松山市星岡４丁目２－７,089-969-0088,https://www.fukuiwc.jp/,有,"月・火・金 9:00～18:00
水・土 9:00～16:00
木 9:00～12:00",有,愛媛県,松山市,38201,33.811832,132.78833
岡田産婦人科医院,790-0044,愛媛県松山市余戸東２丁目１３番４５号,089-971-5161,,有,"平日 9:00～17:00
水・土 9:00～12:00",有,愛媛県,松山市,38201,33.815563,132.73526
松山まどんな病院,790-0802,愛媛県松山市喜与町１－７－１,089-936-2461,https://matsuyama-madonna.com/,有,平日 8:30～17:00,有,愛媛県,松山市,38201,33.843929,132.773438
沢原産婦人科皮フ科 入船呼吸器内科,791-8067,愛媛県松山市古三津５丁目４－３４,089-951-0311,,有,"月・火・水・金 9:00～12:00、
14:30～17:15
木・土 9:00～12:00",有,愛媛県,松山市,38201,33.85643,132.728271
奥島病院,790-0843,愛媛県松山市道後町二丁目２番１号,089-925-2500,http://www.okujima-hospital.com,有,"月・火・木・金 9:00～17:00
水・土 9:00～12:00",有,愛媛県,松山市,38201,33.847801,132.782944
武田産婦人科医院,790-0821,愛媛県松山市木屋町１丁目５－１４,089-924-3553,http://www.takedasanfu.com/,有,"平日 9:00～12:00、14:00～18:00
土 9:00～12:00、13:00～15:00
時間外、休日でも対応しますが、
料金が上がります。",有,愛媛県,松山市,38201,33.848434,132.760162
まり子レディースクリニック,790-0003,愛媛県松山市三番町４丁目１番７,089-913-1777,http://www43.tok2.com/home/marikolc,/ 有,"月～水・金 9:00～13:00、15:00
～18:00
木・土 9:00～13:00",有,愛媛県,松山市,38201,33.83717,132.767365
松岡産婦人科クリニック,790-0905,愛媛県松山市樽味２丁目８番３０号,089-932-3355,https://matsuokafujinka-cl.jp/,有,"月・火・木・金 9:00～12:00、
14:30～18:00
水・土 9:00～13:00",有,愛媛県,松山市,38201,33.841484,132.793549
よしおか眼科・さかい産婦人科,799-2654,愛媛県松山市内宮町甲５１２－９,089-978-3888,http://www.yoshioka-mc.com,有,"平日のみ 9:00～12:00、15:00～
18:00
土曜日 9:00～13:00
木曜日 9:00～12:00",有,愛媛県,松山市,38201,33.893864,132.749207
矢野産婦人科,790-0872,愛媛県松山市昭和町７２－１,089-921-6507,http://yanomc.com,有,"月・火・木 9:00～12:30、15:00
～18:00
金 9:00～12:30
水・土 9:00～15:30",有,愛媛県,松山市,38201,33.846909,132.777237
つばきウイメンズクリニック,791-1104,愛媛県松山市北土居５－１１－７,089-905-1122,https://www.tsubaki-wc.com,有,"平日 9:00～12:00、15:00～18:00
水 9:00～12:00
土 9:00～12:00、15:00～17:00",有,愛媛県,松山市,38201,33.807865,132.779343
正岡産婦人科,790-0925,愛媛県松山市鷹子町254番地1,089-976-1103,http://www.masaoka-cl.com/,有,"月・水・木・9:00～12:00、14:00
～18:00
水・金 9:00～12:00
土9:00～13:00",有,愛媛県,松山市,38201,33.810593,132.813354
新田産婦人科クリニック,790-0012,愛媛県松山市湊町4丁目1-6,089-998-8880,,有,"月・火・木・金9:00～13:00、
14:30～18:30
水9:00～13:00
土9:00～16:00",有,愛媛県,松山市,38201,33.83532,132.767303
