施設名,郵便番号,住所,電話番号,ウェブサイトURL,産科、婦人科又は産婦人科の標榜の有無,医療機関における緊急避妊にかかる対面診療への対応可能時間帯,常時の緊急避妊薬の在庫の有無,都道府県,市町村,市町村コード,緯度,経度
海老原医院,370-0068,群馬県高崎市昭和町１０２,027-322-4721,-,有,月・火・水・金：9:00-18:00、土：9:00-13:00,有,群馬県,高崎市,10202,36.337036,139.004517
豊泉クリニック,370-0851,群馬県高崎市上中居町４１６,027-326-2933,-,有,"月・火・水・金：9:00-12:00,15:00-17:30、木・土：9:00-12:00",有,群馬県,高崎市,10202,36.314617,139.025513
医療法人翠松会松原医院,370-0018,群馬県高崎市新保町１５８５－１,027-353-4103,https://www.matsubara-ladies-clinic.com/,有,"月・火・水・金：9:00-12:00,15:00-18:00、木・土：9:00-12:00",有,群馬県,高崎市,10202,36.340809,139.040482
いしもとレディースクリニック,370-3524,群馬県高崎市中泉町６０８－２,027-372-4188,https://www.ishimoto.or.jp/,有,"月・火・木・金：9:00-12:30,15:00-18:00、水・土：9:00-12:30",有,群馬県,高崎市,10202,36.371372,139.00238
セントラルレディースクリニック,370-0045,群馬県高崎市東町８０－７,027-326-7711,https://www.clc.or.jp/,有,"月・火・水・土：9:00-12:00,14:00-18:00、木：9:00-12:00、金：9:00-12:00,16:00-18:00",有,群馬県,高崎市,10202,36.325409,139.01387
田村産婦人科,370-0815,群馬県高崎市柳川町６３,027-323-8496,https://tamura-sanfujinka.jp/,有,平日：8:30-18:00、土：8:30-12:30,有,群馬県,高崎市,10202,36.32872,139.002792
永山医院,379-0116,群馬県安中市安中３－１９－１９,027-381-0314,-,有,"月・火・木・金：9:00-12:00,15:00-18:00、水・土：9:00-12:00",有,群馬県,安中市,10211,36.328983,138.898926
根岸産婦人科小児科医院,375-0015,群馬県藤岡市中栗須８６,0274-24-1111,http://negishi-clinic.info/,有,"月・火・水・金：9:00-12:00,15:00-17:30、土：9:00-12:00",有,群馬県,藤岡市,10209,36.256805,139.073975
医療法人和光会光病院,375-0023,群馬県藤岡市本郷１０４５,0274-24-1234,http://www.flash.or.jp/flash/index.html,有,月-土：9:00-18:00,無（院外処方）,群馬県,藤岡市,10209,36.227528,139.073349
医療法人 田村医院,370-2343,群馬県富岡市七日市１６６２－２,0274-64-2065,-,有,月・火・水・金：9:00-18:00、土：9:00-12:30,有,群馬県,富岡市,10210,36.258774,138.873703
こすげレディスクリニック,370-2316,群馬県富岡市富岡１４９４－１,0274-62-0275,https://itp.ne.jp/info/100705116141031440/,有,"月・火・木・金・土：9:00-12:30,15:00-19:00",有,群馬県,富岡市,10210,36.259361,138.88768
小泉医院,370-2316,群馬県富岡市富岡８９１,0274-62-0039,https://koizumi.or.jp/,有,"月・火・木・金：8:30-12:30,16:00-19:00、水：8:30-12:30、土：8:30-12:30,14:00-17:00",有,群馬県,富岡市,10210,36.255299,138.896912
けんもち医院,377-0423,群馬県吾妻郡中之条町伊勢町８３７,0279-75-5155,-,有,月・火・水・金・土：8:30-16:30、木：8:30-11:30,有,群馬県,吾妻郡中之条町,10421,36.585777,138.852341
西吾妻福祉病院,377-1308,群馬県吾妻郡長野原町大津７４６－４,0279-83-7111,https://www.nawh.jp/,有,木・金：8:30-16:30（産婦人科外来）、月・火・水：8:30-11:30（総合外来）,有,群馬県,吾妻郡長野原町,10424,36.556179,138.605362
沼田クリニック,378-0014,群馬県沼田市栄町61番地3,0278-22-1188,https://kijokai.or.jp/numata-clinic/,有,月・金：9:00-16:30,無,群馬県,沼田市,10206,36.639046,139.052155
久保産婦人科医院,378-0056,群馬県沼田市高橋場町２０３１－４,0278-23-1360,https://www5.kannet.ne.jp/-kubo-cli/index.html,有,"月・火・水・金：9:00-11:30,14:00-17:30、土：9:00-11:30,13:00-15:30",有,群馬県,沼田市,10206,36.652962,139.058151
塩崎医院,378-0016,群馬県沼田市清水町４２１１,0278-22-2451,http://www.shiozaki-iin.com/,有,"月・火・木･金：9:00-12:00,13:30-17:00、水・土：9:00-12:00",有,群馬県,沼田市,10206,36.644115,139.035934
桐生厚生総合病院,376-0024,群馬県桐生市織姫町６－３,0277-44-7171,https://www.kosei-hospital.kiryu.gunma.jp/,有,24時間対応,有,群馬県,桐生市,10203,36.404438,139.328186
たかのす診療所,376-0041,群馬県桐生市川内町２－２８９－１,0277-65-9229,http://www.sanikukai.com/takanosu/,有,"月・火・木・金：9:00-12:00,16:30-18:00、水・土：9:00-12:00",有,群馬県,桐生市,10203,36.430313,139.311615
島村京子クリニック,376-0011,群馬県桐生市相生町一丁目141-1,0277-55-6611,http://shimamurakyoko-clinic.jp/,有,"月・火・木・金：9:00-12:00,14:00-17:30、水・土：9:00-12:00",有,群馬県,桐生市,10203,36.402382,139.316971
医療法人重寿会くりはら医院,376-0035,群馬県桐生市仲町１－８－６,0277-44-3395,http://www.sunfield.ne.jp/-jyuujyu/,有,"月・火・水・木・土：9:00-13:00,15:00-18:00、金：9:00-13:00",有,群馬県,桐生市,10203,36.414299,139.343277
岩宿クリニック,379-2311,群馬県みどり市笠懸町阿左美1506-3,0277-46-7200,https://iwajuku-cl.jp/,有,"月・火・水・金：9:00-12:00,15:00-18:00、木・土：9:00-12:00、※最終受付は終了時間30分前まで",有,群馬県,みどり市,10212,36.395115,139.294266
ときざわレディスクリニック,373-0818,群馬県太田市小舞木町２５６,0276-60-2580,http://tokizawa.jp/,有,"月・水・金：9:00-12:30,16:00-18:30、火・木・土：9:00-12:30",有,群馬県,太田市,10205,36.283226,139.385727
医療法人社団岩崎会岩崎医院,373-0852,群馬県太田市新井町２０６,0276-45-5818,http://iwasaki-kai.byoinnavi.jp/pc/,有,"月・火・木・金・土：9:00-12:00,14:00-18:00、水：9:00-12:00",有,群馬県,太田市,10205,36.282127,139.372925
イムス太田中央総合病院,373-8513,群馬県太田市東今泉８７５ー１,0276-37-2378,http://www.ims.gr.jp/ohta/,有,"月・火・木・金：9:00-11:30,14:30-15:30、土：9:00-11:30",無（院外処方）,群馬県,太田市,10205,36.326805,139.384491
松本医院,373-0812,群馬県太田市東長岡町７６,0276-46-8707,http://ota-med.jp/publics/index/311/,有,"月・火・水・金：9:00-12:30,14:00-18:00、土：9:00-12:30",有,群馬県,太田市,10205,36.294777,139.395859
たから女性クリニック,373-0036,群馬県太田市由良町2340-1,0276-32-2159,http://takara4lc.g1.xrea.com/,有,"平日：9:00-12:00,15:00-18:00、土：9:00-12:00",有,群馬県,太田市,10205,36.283371,139.332214
公立館林厚生病院,374-8533,群馬県館林市成島町２６２－１,0276-72-3140,http://www.tatebayashikoseibyoin.jp/,有,"平日：9:00-11:00,13:30-15:00",無（院外処方）,群馬県,館林市,10207,36.248383,139.518448
土井レディスクリニック,374-0043,群馬県館林市苗木町２５９９－１２８,0276-72-8841,http://www.doi-ladies.com/,有,"月・水・木・金：9:00-12:00,15:00-17:30、火・土：9:00-12:00",有,群馬県,館林市,10207,36.228809,139.49678
医療法人社団真中医院,374-0024,群馬県館林市本町３－４－５,0276-72-1630,http://www.med-manaka.org/,有,"月・火・水・金・土：9:00-12:30,14:30-17:30、木：9:00-12:00",有,群馬県,館林市,10207,36.244442,139.534348
