施設名,郵便番号,住所,電話番号,ウェブサイトURL,産科、婦人科又は産婦人科の標榜の有無,医療機関における緊急避妊にかかる対面診療への対応可能時間帯,常時の緊急避妊薬の在庫の有無,都道府県,市町村,緯度,経度
"医療法人田中産婦人科クリ
ニック",811-1361,"福岡県福岡市南区西長住２ー２６ー３
９",092-541-5454,ー,有,"月・火・水・木9：00～12：00、14：00～17：30
金9：00～12：00、14：00～18：30
土9：00～12：30",有,福岡県,福岡市,33.549286,130.39064
"産婦人科・麻酔科東原クリ
ニック",815-0041,福岡県福岡市南区野間３ー２２ー３４,092-554-8111,http://www5b.biglobe.ne.jp/-h_clinic/,有,"平日9：00～18：00
土9：00～13：00",有,福岡県,福岡市,33.559326,130.413101
渋谷レディーズクリニック,815-0082,福岡県福岡市南区大楠３ー１８ー１８,092-521-6674,http://shibuya-lc.net,有,"平日（木除く）9：00～17：30
木・土9：00～12：30",有,福岡県,福岡市,33.567657,130.414948
"エンゼル･マタニティ･クリ
ニック",814-0151,福岡県福岡市城南区堤１ー１３ー３１,092-863-1115,http://angel-maternity.com/,有,"月・火・水・金9：00～18：00
木・土9：00～13：00
日10：00～12；00",有,福岡県,福岡市,33.545021,130.380722
"医療法人ＭＡＬＣ 松口レ
ディースクリニック",814-0163,福岡県福岡市早良区干隈３ー１４ー１,092-861-5109,ー,有,平日・土9：00～18：30,有,福岡県,福岡市,33.554153,130.348602
"医療法人佐々木レディース
クリニック",814-0015,福岡県福岡市早良区室見２ー３ー１９,092-832-2285,ー,有,"月・火・木・金9：30～12：30、14：00～18：00
水9：30～12：30
土9：30～15：00",有,福岡県,福岡市,33.579823,130.343506
高取レディスクリニック,814-0011,"福岡県福岡市早良区高取１ー３ー２０
ファインガーデン高取２０３",092-833-2390,http://takatori-clinic.com/,有,"月・水・金9：30～19：00
木9：30～12：30
火・土9：30～18：00
（日・祝日休診）",有,福岡県,福岡市,33.581329,130.35257
竹内産婦人科クリニック,814-0171,福岡県福岡市早良区野芥７ー1ー３０,092-864-8080,http://www.takeuchiclinic.jp/,有,"平日9：30～18：00
土9：30～12：00",有,福岡県,福岡市,33.540161,130.343231
藤吉レディースクリニック,814-0022,"福岡県福岡市早良区原７ー１４ー３５
－１Ａ室",092-874-7711,http://fujiyoshi-clinic.com/,有,"平日9：00～18：00
土9：00～14：00",有,福岡県,福岡市,33.562992,130.341583
池田功産婦人科医院,819-0043,福岡県福岡市西区野方１ー２－２５,092-811-7778,ー,有,"平日8：00～18：00
土8：00～14：00
（上記以外緊急を要する時には電話で受診予約が
可能）",有,福岡県,福岡市,33.562038,130.310303
新堂産婦人科医院,819-0031,福岡県福岡市西区橋本２ー１８－１,092-811-6931,ー,有,"平日9：00～17：00
土9：00～12：00",有,福岡県,福岡市,33.557907,130.317612
"医療法人 長野醫院長野産
婦人科クリニック",819-0375,"福岡県福岡市西区大字徳永字野入１０
５５の２",092-807-2022,ー,有,"月・火・木・金9：00～18：00
水・土9：00～13：00",有,福岡県,福岡市,33.578907,130.255005
福岡バースクリニック,819-0006,"福岡県福岡市西区姪浜駅南３ー１８－
２１",092-883-0530,http://www.f-bc.jp/,有,"月・火・木・金9：00～16：30
水・土9：00～12：00",有,福岡県,福岡市,33.577606,130.327499
"医療法人南谷レディースク
リニック",819-0006,"福岡県福岡市西区姪浜駅南２ー１－３
７ メディカルビル竹下２Ｆ",092-892-3020,https://www.minamitani.jp/,有,"月・金10：00～13：00
火・木10：00～13：00、
14：30～19：00
水・土10：00～13：00、
14：30～17：00",有,福岡県,福岡市,33.581326,130.324219
医療法人 湯田医院,819-0002,"福岡県福岡市西区姪の浜４ー１１－２
９",092-881-0991,ー,有,"月～土8：30～12：00
（日祝祭日年末年始休診）",有,福岡県,福岡市,33.585732,130.326553
"よう子レディースクリニッ
ク",819-0169,"福岡県福岡市西区今宿西１ー３０－２
４",092-805-7788,http://yoko-ladies.com/,有,火・水・木・金9：30～14：30,有,福岡県,福岡市,33.575329,130.270218
吉永産婦人科医院,819-0052,"福岡県福岡市西区下山門４ー１４－２
６",092-881-9481,http://y-gyneclinic.com,有,"月・火・木・金9：00～17：00
土9：00～12：30",有,福岡県,福岡市,33.577789,130.310303
"医療法人 城野産婦人科ク
リニック",816-0852,福岡県春日市一の谷２－８－１,092-584-1103,http://www.jono-ladies.com/,有,"月・火・木・金9：00～17：00
水9：00～12：00
土9：00～13：00",有,福岡県,春日市,33.522411,130.450104
"医療法人 牛島産婦人科医
院",818-0125,福岡県太宰府市五条２ー２３ー８,092-921-2511,https://www.ushijima-lc.jp/,有,"平日（木除く）9：00～17：30
木・土9：00～12：30",有,福岡県,太宰府市,33.508831,130.523941
まなべ産婦人科医院,816-0923,福岡県大野城市雑餉隈①－７－１７,092-571-4307,http://manabe-hp.com/,有,"平日（水除く）9：00～12：30、14：30～17：00
水・土9：00～12：30",有,福岡県,大野城市,33.541466,130.47081
"医療法人天信会 あまがせ
産婦人科",816-0941,福岡県大野城市東大利１－１４－６,092-572-5503,http://www.amagase.jp/,有,"平日・土9：00～12：00、
14：00～17：00
（日祝日は対応しない）",有,福岡県,大野城市,33.52496,130.487747
"医療法人エンジェル会 永
川産婦人科医院",818-0061,福岡県筑紫野市紫１ー２５－５,092-922-3164,ー,有,"月・金9：00～16：00
火・水・土9：00～17：00
木9：00～12：00",有,福岡県,筑紫野市,33.496834,130.519196
吉川レディースクリニック,818-0056,"福岡県筑紫野市二日市北２－２－１
イオン二日市店３F",092-918-8522,http://www.yoshikawalc.com,有,"火・水・金・土9：30～13：30、14：30～18：30
木・日9：30～13：30",有,福岡県,筑紫野市,33.502621,130.518707
早瀬川医院,818-0072,"福岡県筑紫野市二日市中央４－１２－
６",092-924-3531,ー,有,"平日9：00～19：00
土9：00～12：30",有,福岡県,筑紫野市,33.500664,130.518295
女性クリニックみのり,811-1213,"福岡県那珂川市中原３－１２７－２階
Ｅ１",092-555-3663,https://www.jyosei-clinic-hakataminami.com/,有,"月・火・水・金9：00～19：00
木・土9：00～13：00",有,福岡県,那珂川市,33.517262,130.435547
"医療法人道生会 山崎産婦人
科小児科医院",811-2101,"福岡県糟屋郡宇美町宇美中央１ー２ー
１３",092-933-8000,https://www.yamasakisanfu.com,有,"平日（木除く）9：00～18：00（12：30～14：30除
く）
木9：00～12：30
土9：00～13：00
（日祝及び夜間は対応不可）",有,福岡県,糟屋郡宇美町,33.570984,130.520889
藤産婦人科医院,811-2417,"福岡県糟屋郡篠栗町中央４－１５－１
２",092-947-0358,http://www.tohsanfujinka.com/,有,"月・火・水・金9：00～18：00
木・土9：00～12：30",有,福岡県,糟屋郡篠栗町,33.623489,130.52623
権丈産婦人科医院,811-2202,福岡県糟屋郡志免町志免３ー２ー１４,092-935-0505,http://www.kenjo-sanfujinka.com/,有,"平日（木除く）9：00～12：30、14：00～18：00
木9：00～12：30
土9：00～12：00、13：30～15：00
（日祝及対応不可）",有,福岡県,糟屋郡志免町,33.583637,130.486328
"医療法人養真堂 産婦人科筑
紫クリニック",811-2244,"福岡県糟屋郡志免町志免中央３ー１ー
３０",092-936-3939,https://chikushiclinic.com/,有,"9：00～17：00
（土・日対応可）",有,福岡県,糟屋郡志免町,33.588097,130.480286
"産科・婦人科杉原レディー
スクリニック",811-2202,福岡県糟屋郡志免町志免２ー３ー４１,092-936-6006,https://www.sugihara-lc.com/,有,"平日（水・木除く）8：45～18：00
水・木・土8：45～12：30",有,福岡県,糟屋郡志免町,33.585239,130.486206
ゆいレディースクリニック,811-2307,福岡県糟屋郡粕屋町原町５ー１２－１,092-939-3517,https://yui-lc.com/,有,"平日（水・金除く）・土9：00～18：00
水・金9：00～12：30",有,福岡県,糟屋郡粕屋町,33.616074,130.466309
医療法人 合屋産婦人科,819-1108,福岡県糸島市波多江駅南２ー２０－１,092-324-8403,http://gohya1926.com/,有,"月・火・水・金9：00～11：30、14：00～17：30
（水の午後について、手術中は対応不可）
木・土9：00～11：30",有,福岡県,糸島,33.56118,130.227921
"医療法人愛生会 馬渡産婦
人科医院",819-1113,福岡県糸島市前原１０３１,092-322-2198,http://mawatari.or.jp/,有,"平日9：00～12：00、
14：00～17：00
土9：00～12：30",無,福岡県,糸島,33.557926,130.192108
"ありよしレディースクリ
ニック",811-3434,福岡県宗像市村山田字堤１７１－３,0940-37-1633,http://www.ariyoshi.dr-clinic.jp/,有,"月・火・水・金9：00～18：00
木9：00～13：00
土9：00～17：00",有,福岡県,宗像市,33.782917,130.52211
"医療法人 宗像セントラル
クリニック",811-3416,福岡県宗像市宮田２－１１－１０,0940-35-7800,https://m-central.jp/,有,"原則 平日9：00～13：00、
16：00～19：00
土9：00～13：00",有,福岡県,宗像市,33.791573,130.566864
舩津医院,811-4146,福岡県宗像市赤間４－１－１６,0940-32-3045,ー,有,"平日8：30～17：00
土8：30～12：00",有,福岡県,宗像市,33.804375,130.589005
"そうだレディースクリニッ
ク",820-0005,福岡県飯塚市新飯塚４－５,0948-26-7575,ー,有,"月・火・水・金9：30～12：30、14：00～17：00
土9：30～12：30",有,福岡県,飯塚市,33.644787,130.69281
医療法人 田中クリニック,820-0042,福岡県飯塚市本町１７－１２,0948-22-3280,ー,有,"平日9：00～17：30
土9：00～15：00",有,福岡県,飯塚市,33.639259,130.682983
松岡産婦人科医院,820-0041,福岡県飯塚市飯塚1０－１０,0948-24-7963,ー,有,"平日9：00～11：00、
14：00～16：00
土9：00～11：00",有,福岡県,飯塚市,33.635887,130.685959
"医療法人 有馬産婦人科医
院",822-0025,福岡県直方市日吉町９－２,0949-22-0833,http://arimacci.com,有,"月・火・木・金9：00～18：00
水・土9：00～12：30",有,福岡県,直方市,33.750633,130.729935
田中産婦人科クリニック,822-0002,福岡県直方市頓野１０２７,0949-26-8868,ー,有,"月・火・金9：00～12：00、
14：30～17：40
水9：00～12：00
木9：00～12：00、
15：30～17：40
土9：00～12：00、
14：30～15：30",有,福岡県,直方市,33.762321,130.753937
"医療法人 牛嶋産婦人科ク
リニック",838-0143,福岡県小郡市小板井４９４－１,0942-73-3955,ー,有,"月・火・木・金9：30～12：00、15：00～17：30
土9：30～12：30",有,福岡県,小郡市,33.394035,130.557205
"医療法人 いづみレディス
クリニック",839-0865,福岡県久留米市新合川2ー８ー３３,0942-45-2300,ー,有,"月・火・木・金10：00～13：00、16：00～19：30
水・土10：00～13：00",有,福岡県,久留米市,33.318855,130.544525
河田産婦人科,830-0048,福岡県久留米市梅満町９５５－１,0942-32-2502,https://www.kawata.or.jp/,有,"平日9：00～17：30
土9：00～16：30
（年末年始、お盆、木日祝休診日）",有,福岡県,久留米市,33.306938,130.504303
"医療法人 産科・婦人科み
やじまクリニック",830-0074,"福岡県久留米市大善寺町夜明３９７－
１",0942-51-3188,ー,有,"平日9：30～17：30
土9：30～12：30",有,福岡県,久留米市,33.268562,130.471649
"医療法人 産科婦人科宮原
クリニック",839-0863,福岡県久留米市国分町１１５９－２,0942-22-3011,ー,有,"平日（木除く）9：00～13：00、
14：30～18：00
木（第1、第3は休診）9：00～12：00
土9：00～13：00",有,福岡県,久留米市,33.297329,130.533371
"産科婦人科渡辺レディース
クリニック",839-0863,福岡県久留米市国分町２２４－１５,0942-21-1103,http://www.wlc-baby.com/,有,"月・金9：00～12：30、
14：30～18：30
火9：00～12：30、
14：30～17：30
水9：00～12：30、
14：30～16：30
木9：00～12：30
土9：00～12：30、
14：30～16：00",有,福岡県,久留米市,33.294514,130.540039
"医療法人天神ウィメンズク
リニック",830-0037,福岡県久留米市諏訪野町２－２,0942-38-0002,http://www5b.biglobe.ne.jp/-tenjin-w/,有,"木・金・土9：00～13：00、14：00～18：00
月・水・日9：00～13：00
（火・祝日休診）",有,福岡県,久留米市,33.310574,130.524124
"医療法人 深川レディスク
リニック",839-1233,"福岡県久留米市田主丸町田主丸１－２
８",0943-72-1122,http://fukagawa-ladies.com/,有,"月・水・木・金9：00～13：00（受付は12：30ま
で）、
14：30～18：00（受付は17：30まで）
火・土9：00～13：00（受付は12：30まで）",有,福岡県,久留米市,33.342606,130.693512
福井レディースクリニック,830-0047,福岡県久留米市津福本町１６２０ー１,0942-39-2288,http://fukui-lc.com/,有,"月・火・水・金9：00～12：00、14：00～18：00
木・土9：00～12：00
（日休診）",有,福岡県,久留米市,33.296387,130.499496
まえだ婦人科クリニック,830-0037,福岡県久留米市諏訪野町１９４３－４,0942-36-6200,https://maeda-fujinka.com/,有,"平日（木除く）9：00～18：00
木・土9：30～13：00",有,福岡県,久留米市,33.305134,130.524185
みやはら産婦人科医院,830-0017,福岡県久留米市日吉町２２－７,0942-33-3331,http://miyahara-wms.com,有,"平日（水除く）10：00～14：00、15：30～18：00
水・土10：00～14：00
（日祭休診）",有,福岡県,久留米市,33.315441,130.514877
医療法人 木村回生医院,832-0026,福岡県柳川市曙町３０－１,0944-73-2012,http://kimurakaisei.com/,有,"月・火・水・金9：00～18：00
木・土（第1・第3）9：00～12：00
土（第2・第4・第5）9：00～15：30",有,福岡県,柳川市,33.168159,130.410583
"医療法人 みたむらクリ
ニック",832-0058,福岡県柳川市上宮永町８３－１,0944-74-2020,"http://www.babys-net.com/mitamura-
clinic/index.html",有,"平日9：00～18：00
木・土9：00～16：00",有,福岡県,柳川市,33.153816,130.406494
"産科・婦人科あらきクリ
ニック",835-0022,"福岡県みやま市瀬高町文広１９７７－
４０",0944-63-3369,ー,有,"月・火・水・金9：00～13：00、14：30～18：00
木9：00～13：00
土9：00～13：00、
14：30～17：00",有,福岡県,みやま市,33.163429,130.481247
"医療法人慈母会 池田レ
ディスクリニック",834-0063,福岡県八女市本村５６－３,0943-23-5555,http://www.ikeda-ladiesclinic.or.jp/,有,"月・火・水・金9：00～17：00
木9：00～16：00
土9：00～12：00",有,福岡県,八女市,33.215065,130.563019
藤本産婦人科小児科,834-0031,福岡県八女市本町５２７,0943-23-2733,https://www.yame-fujimoto.jp,有,"平日9：00～17：30
土9：00～12：30",有,福岡県,八女市,33.210499,130.558121
小林レディースクリニック,833-0027,福岡県筑後市大字水田９９３－１,0942-53-0012,http://www.kobayashi-lc.com/,有,24時間,有,福岡県,筑後市,33.193169,130.48999
河野産婦人科医院,836-0845,福岡県大牟田市正山町１４８-１,0944-54-9710,ー,有,8：00～22：00（毎日可能）,有,福岡県,大牟田市,33.01931,130.439606
"医療法人メディカルキュー
ブ 平井外科産婦人科",836-0012,福岡県大牟田市明治町３ー８－７,0944-54-3228,http://www.medical-cube.com/,有,"月・火・水・金9：00～18：00
木・土9：00～13：00",有,福岡県,大牟田市,33.042377,130.446381
"医療法人 立野レディース
クリニック",824-0005,福岡県行橋市中央１－１２－１２,0930-22-0715,https://www.tateno-ladies.or.jp/,有,月～土9：00～13：00,有,福岡県,行橋市,33.727074,130.977875
しんもと産婦人科,824-0001,福岡県行橋市行事７－７－２,0930-22-0818,http://www.shinmoto-obgy.com/sp/,有,"月・水9：00～12：30、
14：30～18：30
火・木・土9：00～12：30
金9：00～12：30、
14：30～20：00",有,福岡県,行橋市,33.732288,130.970673
内田産婦人科医院,824-0031,福岡県行橋市西宮市５－１－１０,0930-23-0155,http://uchidamc.com/,有,"月・金9：00～12：00、
15：00～19：00
火・水9：00～12：30、
14：00～17：00
木9：00～12：00
土9：00～13：00",有,福岡県,行橋市,33.727043,130.963531
"医療法人五秀会 末永産婦
人科・麻酔科医院",801-0852,福岡県北九州市門司区港町６ー１５,093-321-2453,ー,有,"平日（月・火・水・金）9：00～12：30、15：00～
17：30
木・土9：00～12：30
（日祝日休診）",有,福岡県,北九州市,33.945568,130.963409
"ウィメンズ・ヘルスサポー
ト みつもとクリニック",802-0007,"福岡県北九州市小倉北区船場町３ー５
ファッションビル船場３Ｆ",093-511-1200,http://www.mitsumotoclinic.jp/,有,"月・火・木・金9：30～13：00、15：00～18：30
水・土9：30～13：30
（臨時に診療時間の変更、休診する場合有り）",有,福岡県,北九州市,33.883854,130.878937
行徳クリニック,802-0002,"福岡県北九州市小倉北区京町1ー２ー２
４７F",093-511-3838,https://www.gyotoku.com/,有,"平日（月・火・水・金）10：00～12：30、14：00
～18：00
土10：00～12：30、
14：00～17：00
木・日・祝日休み",有,福岡県,北九州市,33.885582,130.878098
"近藤ウイメンズ・クリニッ
ク",802-0003,"福岡県北九州市小倉北区米町1ー１ー２
１大分銀行ビル６F",093-511-3881,http://kondo-cl.com/,有,"月・火・木・金10：00～18：00
土10：00～13：00",有,福岡県,北九州市,33.884186,130.881699
"医療法人 濵口産婦人科ク
リニック",803-0841,"福岡県北九州市小倉北区清水2ー１４ー
２０",093-561-0776,https://www.horita-ladies-clinic.com,有,"月・火・水・金10：00～18：00
木13：30～18：00
土10：00～15：00",有,福岡県,北九州市,33.872997,130.860703
"レディースクリニックくわ
のきみこ",802-0007,"福岡県北九州市小倉北区船場町４ー２
７",093-533-5855,ー,有,"月・火・水・金9：30～18：00
木9：30～13：00
土9：30～16：30",有,福岡県,北九州市,33.884071,130.877472
伊東レディースクリニック,802-0802,"福岡県北九州市小倉南区城野4ー４ー１
６",093-921-1103,https://itp.ne.jp/info/404595048400000899/,有,"月・火・木・金8：30～17：30
水・土8：30～12：30",有,福岡県,北九州市,33.855118,130.880081
"医療法人 いのうえレ
ディースクリニック",800-0207,"福岡県北九州市小倉南区沼緑町1ー１
９ー１２",093-474-1103,ー,有,"月・火・木・金・土9：00～12：00、14：00～17：
30
水9：00～12：30
（日・祝休み）",有,福岡県,北九州市,33.842175,130.932266
医療法人 熊谷医院,800-0253,"福岡県北九州市小倉南区葛原本町3ー
５ー７",093-471-7077,http://www.kumagai-obgy-clinic.or.jp/,有,"月・火・水・金9：00～12：30、14：00～18：30
土9：00～12：30",有,福岡県,北九州市,33.841995,130.922989
医療法人 宗産婦人科医院,800-0222,"福岡県北九州市小倉南区中曽根6ー９ー
３０",093-471-2700,ー,有,"平日（月・火・水・金）9：00～12：30、14：00～
18：00
木・土9：00～12：30",有,福岡県,北九州市,33.82233,130.941605
"医療法人 みちおかレ
ディースクリニック",802-0974,"福岡県北九州市小倉南区徳力2ー２２ー
２８",093-963-0317,http://www.michioka-lc.com/,有,"月・火・木9：00～12：00、
14：30～17：00
水・土9：00～12：00（午後休診）
金9：00～12：00、14：30～19：00
（日・祝休診）",有,福岡県,北九州市,33.827003,130.87117
井上産婦人科クリニック,806-0021.,"福岡県北九州市八幡西区黒崎１－３－
４",093-936215608,ー,有,"月・火・水・金8：30～17：30
木・土8：30～12：30",有,福岡県,北九州市,33.865734,130.768845
"医療法人博友会 本田クリ
ニック",805-0015,"福岡県北九州市八幡東区荒生田3ー３ー
２８",093-651-2274,ー,有,24時間365日,有,福岡県,北九州市,33.86565,130.837112
