施設名,郵便番号,住所,電話番号,ウェブサイトURL,産科、婦人科又は産婦人科の標榜の有無,医療機関における緊急避妊にかかる対面診療への対応可能時間帯,常時の緊急避妊薬の在庫の有無,都道府県,市町村,市町村コード,緯度,経度
ヘレネ婦人クリニック,870-0035,大分県大分市中央町１丁目３－１２ 大一ビル２階,097-532-3555,－,あり,"平 日 9:00-13:00
14:30-18:00
土曜日 9:00-13:00",あり,大分県,大分市,44201,33.236889,131.606598
堀永産婦人科医院,870-0021,大分県大分市府内町２丁目５番１３号,097-532-5289,https://horinaga.net/,あり,"月～木・土 9:00-12:00
14:00-16:00
金 9:00-12:00",あり,大分県,大分市,44201,33.236927,131.610825
安武クリニック,870-0938,大分県大分市今津留１丁目３－１４,097-558-3800,http://yasutake-clinic.jp/,あり,"月・火・水・金 8:30-18:00
木曜日 8:30-12:30
土曜日 8:30-17:00",あり,大分県,大分市,44201,33.240673,131.625305
"医療法人
あおい産婦人科",874-0919,大分県別府市石垣東８丁目２番３１号,0977-25-0888,http://oita-aoiclinic.jp/,あり,"※予約制
月・水・金 9:00-11:30
14:00-17:30
火・木・土 9:00-11:30",あり,大分県,別府市,44202,33.302448,131.498322
中山レディースクリニック,874-0910,大分県別府市石垣西4丁目1-29,0977-73-8800,https://nakayama-ladiesclinic.jp,あり,"月・火・木・金 9:00-13:00
14:00-18:00
土 9:00-14:00",あり,大分県,別府市,44202,33.295383,131.495483
藤吉産婦人科,871-0027,大分県中津市大字上宮永２７０番地の１,0979-24-1103,http://fujiyoshi-obgyn.com/,あり,"月・火・水・金 9:00-12:00
14:00-17:30
土 9:00-12:00
14:00-15:00
日 9:00-13:00
*第1第3水曜､祝日は休診",あり,大分県,中津市,44203,33.589581,131.184845
"医療法人
宮原レディースクリニック",877-0071,大分県日田市十二町２５８番地１,0973-24-3584,http://miyahara-lc.com/,あり,当院診療時間内,あり,大分県,日田市,44204,33.319569,130.923096
みよしクリニック,877-0036,大分県日田市三芳小渕町１２１番地,0973-24-1515,－,あり,"月・火・水・金 9:00-17:00
木曜 9:00-12:00
土曜 9:00-15:00",あり,大分県,日田市,44204,33.303253,130.948456
"産科婦人科
すがのウィメンズクリニック",876-0047,大分県佐伯市鶴岡西町２丁目１１３番地,0973-23-3131,http://www.sugano-clinic.jp,あり,月・火・木・金 9:00-12:30,"16:00-17:30
あり",大分県,佐伯市,44205,32.960064,131.86972
西田病院,876-0047,大分県佐伯市鶴岡西町２丁目２６６番地,0972-22-0180,http://www.nisida-med.jp/,あり,"平日 8:30-17:00（受付時間）
土曜 8:30-11:30（受付時間）",あり,大分県,佐伯市,44205,32.958889,131.864151
ひなた女性クリニック,876-0836,大分県佐伯市西谷町１－２７,0972-20-3322,http://hinata.oita.jp/,あり,"平日、土曜 8:30-18:00
不定期の休診日あり、来院前要電話",あり,大分県,佐伯市,44205,32.95591,131.889435
さくら産婦人科医院,875-0062,大分県臼杵市大字野田２７８番地,0972-63-4103,－,あり,常に対応可能,あり,大分県,臼杵市,44206,33.108906,131.779053
くりやまレディースクリニック,873-0001,大分県杵築市杵築８６１番地１２,0978-66-1177,http://kuriyama-ladiesclinic.com/,あり,"月・火・水・金 9:00-12:30
14:00-18:00
木曜 9:00-12:30
土曜 9:00-14:00",あり,大分県,杵築市,44210,33.41885,131.622192
"医療法人愛一歩会
みやうちウィメンズクリニック",873-0001,大分県杵築市大字杵築字北浜６６５番地５０１,0978-66-4103,http://www.mw-clinic.jp/,あり,"月・火・金・土 9:00-18:00
木 9:00-12:00",あり,大分県,杵築市,44210,33.420071,131.623337
宇佐レディースクリニック,879-0454,大分県宇佐市大字法鏡寺字川上３３６番地の１,0978-33-3700,－,あり,"月・水・金 8:30-17:00
火・土 8:30-12:00",あり,大分県,宇佐市,44211,33.527084,131.345444
"医療法人大神会
佐藤レディースクリニック",879-0453,大分県宇佐市大字上田１０６０番地２,0978-32-3300,http://www.satolc.jp/,あり,"月～水 9:00-12:00 14:00-17:30
木～土 9:00-12:00",あり,大分県,宇佐市,44211,33.532234,131.349274
レディースクリニック松本醫院,872-0042,大分県宇佐市貴船町１－３２,0978-38-7171,－,あり,"平日 9:00-17:30
土曜 9:00-13:30",あり,大分県,宇佐市,44211,33.56773,131.368439
佐藤産婦人科医院,879-7141,大分県豊後大野市三重町秋葉１２４８番地,0974-22-4103,－,あり,"平日 9:00-17:00 水曜のみ9:00-12：00
土曜 9:00-17:00",あり,大分県,豊後大野市,44212,32.971745,131.581711
医療法人友光会 友成医院,879-4413,大分県玖珠郡玖珠町大字塚脇１２８－２,0973-72-0330,－,あり,"月・火・木・金 9:00-17:30
水 14:00-17:30
土 9:00-12:00",あり,大分県,玖珠郡玖珠町,44462,33.280106,131.148087
