施設名,郵便番号,住所,電話番号,ウェブサイトURL,産科、婦人科又は産婦人科の標榜の有無,医療機関における緊急避妊にかかる対面診療への対応可能時間帯,常時の緊急避妊薬の在庫の有無,都道府県,市町村,市町村コード,緯度,経度
中澤ウィメンズライフクリニック,380-0928,長野県長野市若里６－３－６,026-228-8155,https://nwlc.jp/,有,"月・火・土 9：00-12：00
水・金 9：00-12：00 、15：00-17：00",有,長野県,長野市,20201,36.62875,138.194778
社会福祉法人博愛会 高木クリニック,380-0813,長野県長野市緑町１５９６番地,026-234-3239,,有,"月・火・木・金 9：00-12：30、15：00-18：00
水 9：00-12：30
土 9：00-13：00",有,長野県,長野市,20201,36.648632,138.19429
医療法人社団 斎藤産婦人科医院,385-0051,長野県佐久市中込１９８５－１,0267-62-0823,http://www.saito-gynecology.jp/,有,"平日 9：00-11：30、15：00-17：30 （水：午後休診）
土 9：00-11：30 （第2・4休診）",有,長野県,佐久市,20217,36.233536,138.476685
坂口医院,389-0102,長野県北佐久郡軽井沢町大字軽井沢７５６,0267-42-2431,,有,平日・土 8：00-12：00,有,長野県,北佐久郡軽井沢町,20321,36.357643,138.635269
佐久平エンゼルクリニック,385-0021,長野県佐久市長土呂１２１０－１,0267-67-5816,https://www.sakudaira-angel-clinic.jp/,有,"月・火・木・金 8：30-16：30
土・水 8：30-11：30",有,長野県,佐久市,20217,36.284389,138.461136
"医療法人社団弦巻会
上田原レディース＆マタニティークリニック",386-1102,長野県上田市上田原４５５－１,0268-26-3511,http://www.avis.ne.jp/-ueda-lmc/,有,"平日 9：00-12：00、16：00-19：00
土・日 9：00-12：00
休診：木・祝日",有,長野県,上田市,20203,36.389275,138.215759
医療法人弘生堂 つかはらクリニック,386-0401,長野県上田市塩川１３５８番地１,0268-75-5544,https://www.tsukahara-clinic.jp/,有,"（※事前連絡要）
月・火・木・金 9：00-11：30、14：00-15：30
土（第2・4） 9：00-11：30",有,長野県,上田市,20203,36.349106,138.306076
平岡産婦人科,391-0001,長野県茅野市ちの２５４３－９,0266-72-6133,,有,"平日 8：30-17：30
木・土 8：30-11：30",有,長野県,茅野市,20214,35.998158,138.147537
平出クリニック内科・産婦人科,391-0001,長野県茅野市ちの６２８－１,0266-72-1661,https://hiraide-clinic.jp/,有,"平日 9：00-17：30 （木曜 9：00-12：00）
土 9：00-12：00",有,長野県,茅野市,20214,36.009384,138.138092
駒ヶ根高原レディスクリニック,399-4117,長野県駒ヶ根市赤穂７５９番地１９５,0265-82-1010,http://www.kklc.jp/top.html,有,24時間（土・日・祝日も対応）,有,長野県,駒ヶ根市,20210,35.743778,137.888214
菜の花マタニティクリニック,396-0009,長野県伊那市日影３８０番１,0265-76-7087,http://nano-mata.jp/,有,"平日 8：30-16：00
土 8：30-12：00",有,長野県,伊那市,20209,35.837742,137.975189
このはなクリニック,396-0012,長野県伊那市上新田2426,0265-98-8814,https://konohana-ladies.jp/,有,"平日 9：00-16：00
土 9：00-11：30",有,長野県,伊那市,20209,35.828003,137.964737
平岩ウイメンズクリニック,399-2431,長野県飯田市川路４９３８,0265-27-2067,,有,月・火・木・金・土 8：45-12：00,有,長野県,飯田市,20205,35.439762,137.818436
医療法人 羽場医院,399-2561,長野県飯田市駄科５３６－３,0265-28-5151,,有,"月 15：00-18：20
水・金 9：00-12：20、15：00-18：20
土 9：00-12：20",有,長野県,飯田市,20205,35.47646,137.836029
高森レディスクリニック,399-3101,長野県下伊那郡高森町山吹435-5,0265-48-8255,http://www.kklc.jp/takamori/,有,月・水・木・金 9：00-12：00 （祝日対応なし）,有,長野県,下伊那郡高森町,20403,35.583607,137.882584
北原レディースクリニック,390-0852,長野県松本市島立１０８１－１,0263-48-3186,,有,月・火・水・金 9：00-17：00,有,長野県,松本市,20202,36.236931,137.944702
吉野産婦人科医院,390-0806,長野県松本市女鳥羽１－７－６,0263-32-2965,http://www.yoshino-sanfujinka.com/,有,"月～金 8：00-11：30、14：00-16：30
土 8：00-11：30",有,長野県,松本市,20202,36.239296,137.976761
南天診療所,390-0821,長野県松本市筑摩３－１５－３１,0263-29-1515,http://www.mhl.janis.or.jp/-kokusai/nanten/,有,"月・火・水・金 9：00-11：30
木・土 9：00-12：00",有,長野県,松本市,20202,36.21994,137.982864
ひろおかさくらレディースウィメンズクリニック,399-0701,長野県塩尻市大字広丘吉田３１９１,0263-85-0013,https://www.sakura-ladies-clinic.jp/,有,"月・木・金 9：00-12：30、15：00-18：00
火・水 9：00-12：30
土 9：00-12：30",有,長野県,塩尻市,20215,36.159744,137.949692
横西産婦人科,390-0852,長野県松本市島立２９９２－１,0263-31-5760,http://www.yokonishi-clinic.jp/,有,"月・火・木・金 9：00-12：00（受付11:30まで）
13：00-16：00（受付15:30まで）
水・土 9：00-12：00（受付11:30まで）",有,長野県,松本市,20202,36.23177,137.933472
あづみ野レディースクリニック,399-8205,長野県安曇野市豊科４１９８－３,0263-71-2666,http://azumino-cl.jp,有,"完全予約制
月・火・木・金 8：45-12：00、14：45-18：00
水・土 8：45-12：00
（日・祝休み、お盆・年末年始休みあり）",有,長野県,安曇野市,20220,36.299568,137.91185
ゆり産婦人科医院,399-0027,長野県松本市寿南１丁目２３－４,0263-85-0555,http://www.yuridr.com/,有,"月・火・水・金 9：00-11：30、15：00-17：00
木・土 9：00-11：30",有,長野県,松本市,20202,36.17672,137.967789
はぎわら医院,399-8204,長野県安曇野市豊科高家４９１５,080-6935-1125,https://aus-clinic.net,有,365日対応、ただし6:45-23：00,有,長野県,安曇野市,20220,36.270283,137.919006
"医療法人草生会
ほりうちレディースクリニック",390-0821,長野県松本市筑摩１丁目１６番３号,0263-87-6316,https://www.horiuchi-ladies.com/,有,"月・火・木・金 8：45-12：00、14：00-17：30
水 8：45-12：00
土 8：45-12：30",有,長野県,松本市,20202,36.220818,137.976227
医療法人 保倉産婦人科医院,383-0037,長野県中野市小田中２１０－２,0269-22-5000,http://www.hokuraiin.com/,有,外来診療時間内,有,長野県,中野市,20211,36.73999,138.374207
医療法人裕生会 丸山産婦人科医院,380-0822,長野県長野市南千歳町９８２番地,026-226-4484,http://www.maruyamasanfujinka.com/,有,"24時間365日処方可 （ただし夜間休日は加算あり）
月～木 9：30-17：00
金 9：30-12：30
土 9：30-16：00",有,長野県,長野市,20201,36.645218,138.189636
みすずレディースクリニック,381-0038,長野県長野市東和田７０４－１,026-241-5855,https://misuzu-lc.com/,有,"月・火・木 9：00-12：15、14：00-17：30
水・金 9：00-12：15
土 9：00-12：15、14：00-16：30",有,長野県,長野市,20201,36.653698,138.221588
吉澤産婦人科医院,380-0904,長野県長野市七瀬中町９６,026-226-8475,http://www.yszw.com/,有,"平日 9：00-12：30、15：00-18：00
水・土 9：00-12：30",有,長野県,長野市,20201,36.643436,138.193649
みゆき会クリニック,389-2232,長野県飯山市下木島９番地,0120-801-030,https://dock.miyuki-g.or.jp/,有,"月 12：45-15：30
土 9：00-12：00、14：00-17：00
日 10：00-13：00 （不定期に月2日）",有,長野県,飯山市,20213,36.855453,138.391434
すずきレディスクリニック,383-0041,長野県中野市岩船３５２番地１,0269-24-7887,,有,"月・火・金 9：00-18：30
水・木・土 9：00-12：30",有,長野県,中野市,20211,36.743725,138.360352
びわレディースクリニック,380-0823,長野県長野市南千歳１丁目１－１ながの東急百貨店本館６階,026-217-4232,https://biwa-ladies.jp/,有,"平日（月・木・金） 9時-18時 （火・水休診）
土日祝 9時-17時",有,長野県,長野市,20201,36.644936,138.188644
野村ウィメンズクリニック,394-0027,長野県岡谷市中央町３－１－３６,0266-24-1103,,有,"平日 8：30-18：00
土 8：30-12：00",有,長野県,岡谷市,20204,36.061775,138.048813
白木医院,399-8101,長野県安曇野市三郷明盛１６１０－１,0263-77-2134,,有,"火・水・木・金 9：00-11：30、14：00-17：00
土 9：00-11：30、14：00-15：30",有,長野県,安曇野市,20220,36.258251,137.90065
松本市立病院,390-1401,長野県松本市波田４４１７－１８０,0263-92-9027,hospi@city.matsumoto.lg.jp,有,平日 9：00-15：30,"無
（在庫は置かず院外
処方で対応）",長野県,松本市,20202,36.207584,137.87822
西澤産婦人科クリニック,395-0044,長野県飯田市本町４丁目５番地,0265-24-3800,https://gyn.nishizawa-hp.jp,有,"平日 9：00-12：00、14：00-17：30
土 9：00-12：00",有,長野県,飯田市,20205,35.516972,137.821564
飯田市立病院,395-8502,長野県飯田市八幡町４３８,0265-21-1255,https://www.imh.jp,有,"平日 診療時間外
土・日 終日
基本的には時間外の緊急時に対応（要事前連絡）",有,長野県,飯田市,20205,35.499203,137.836319
医療法人暁会 仁愛病院,396-0026,長野県伊那市西町４９０６,0265-78-3333,,有,火・水・木・金・土 9：00-12：00、13：30-18：00,有,長野県,伊那市,20209,35.835217,137.955612
わかばレディス＆マタニティクリニック,390-0303,長野県松本市浅間温泉１－２４－５,0263-45-0103,https://www.wakaba-lc.jp/,有,"月・火・木・金 10：00-13：00、15：00-17：30
水 10：00-13：00
土 10：00-13：00、15：00-16：30",有,長野県,松本市,20202,36.260216,137.984894
諏訪赤十字病院,392-8510,長野県諏訪市湖岸通り５丁目１１番５０号,0266-52-6111,https://www.suwa.jrc.or.jp,有,平日 8：30-17：00,有,長野県,諏訪市,20206,36.044132,138.106705
長野県立信州医療センター,382-0091,長野県須坂市須坂１３３２,026-245-1650,https://shinshumedicalcenter.jp,有,"平日 8：45-17：00
やむを得ない場合、時間外対応可能ですが、必ず
事前に連絡をお願いします。",有,長野県,須坂市,20207,36.653957,138.309387
市立大町総合病院,398-0002,長野県大町市大町３１３０番地,0261-22-0415,https://www.omachi-hospital.jp/,有,平日 8:30-17:00,有,長野県,大町市,20212,36.500664,137.857986
"JA長野厚生連 南長野医療センター
篠ノ井総合病院",388-8004,長野県長野市篠ノ井会666-1,026-292-2261,http://shinonoi-ghp.jp/,有,"24時間対応可能
あらかじめ電話相談をお願いいたします",有,長野県,長野市,20201,36.575462,138.149292
医療法人 角田産婦人科医院,386-0001,長野県上田市上田1210-3,0268-27-7760,http://tsunoda-sanfujinka.com,有,"平日 9：00-12：00 （月・火・水・木・金・土）
15：00-17：00 （月・水・金）
14：30-16：30 （木）",有,長野県,上田市,20203,36.412704,138.265808
