施設名,郵便番号,住所,電話番号,ウェブサイトURL,産科、婦人科又は産婦人科の標榜の有無,医療機関における緊急避妊にかかる対面診療への対応可能時間帯,常時の緊急避妊薬の在庫の有無,都道府県,市町村,市町村コード,緯度,経度
"医療法人社団吉本レ
ディースクリニック",930-0864,富山県富山市羽根５１１,076-422-2000,"https://www,yoshimoto-lc.com",有,"月・火・木・金（9:00～18:00）
水・土（9:00～12:00）",有,富山県,富山市,16201,36.681503,137.184998
"かんすいこうえんレ
ディースクリニック",930-0804,富山県富山市下新町18-3,076-431-0303,http://kansuikouenlc.com/,有,"月、火、水、金 9:00-12:00、
15:00-18:00
木、土 9:00-12:00",有,富山県,富山市,16201,36.712795,137.213531
あいＡＲＴクリニック,933-0813,富山県高岡市下伏間江572,0766-27-3311,http://www.i-art-clinic.jp/,有,診療時間内常時対応可能,有,富山県,高岡市,16202,36.722866,137.023911
産婦人科内科金子医院,939-1732,富山県南砺市荒木1351-1,0763-52-0800,無し,有,"平日 8:30-18:00
木曜土曜 8:30-12:00",有,富山県,南砺市,16210,36.557278,136.880127
八木産婦人科医院,930-0068,富山県富山市西四十物町2-18,076-424-7533,http://yagi-san.jp/,有,"月火水金 9:00-12:00 14:30-
18:30
木曜 9:00-12:00
土曜 9:00-12:00 14:30-16:30",有,富山県,富山市,16201,36.688606,137.207962
"レディースクリニックむ
らた",939-0332,富山県射水市橋下条1483-1,0766-57-4141,http://www.lc-murata.com/,有,"月火水金土 9:30-12:30 15:00-
18:30",有,富山県,射水市,16211,36.717884,137.080872
吉江レディスクリニック,933-0014,富山県高岡市野村1213-1,0766-26-1103,www.yoshie-l.jp/,有,"平日 午前 8：45～12：30
午後15：30～18：30
土曜 午前 8：45～12：30
（休診日：土曜午後・日曜・祝
日）",有,富山県,高岡市,16202,36.753277,137.038757
あわの産婦人科医院,939-0626,富山県下新川郡入善町入膳229-3,0765-72-0588,http://www.awano-clinic.com/,有,24時間,有,富山県,下新川郡入善町,16342,36.932419,137.506149
なかしま産婦人科医院,930-0952,富山県富山市町村2-70,076-424-8800,https://nakashima-obgyn.com/,有,"月火木金 9:00-12:00 14:30-
18:00
水曜土曜 9:00-12:00",有,富山県,富山市,16201,36.681004,137.258926
山岸産婦人科,937-0046,富山県魚津市上村木2-18-28,0765-24-5878,0,有,土曜 8:00-13:00,有,富山県,魚津市,16204,36.822914,137.411804
藤田クリニック,939-0234,富山県射水市二口458-15,0766-52-3515,0,有,"月火水金 9:00-17:30
土曜 9:00-12:30",有,富山県,射水市,16211,36.72356,137.054016
"医療法人社団 秀林会
吉見病院",936-0052,富山県滑川市清水町３番２５号,076-475-0861,http://yoshimi-hospital.jp,有,"月・火・金・土（第３以外）9：
00～12：00
月・火・木・金 15：00～18：00",有,富山県,滑川市,16206,36.763626,137.343704
黒部市民病院,938-8502,富山県黒部市三日市1108番地1,0765-54-2211,https://med-kurobe.jp/,有,365日24時間,有,富山県,黒部市,16207,36.871658,137.440918
鈴木産婦人科医院,937-0868,富山県魚津市双葉町２-13,0765-24-8820,,有,"月・火・水・金 9：00～12：
00、15：00～18：00
木・土 9：00～12：00",有,富山県,魚津市,16204,36.816742,137.398315
