施設名,郵便番号,住所,電話番号,ウェブサイトURL,産科、婦人科又は産婦人科の標榜の有無,医療機関における緊急避妊にかかる対面診療への対応可能時間帯,常時の緊急避妊薬の在庫の有無,都道府県,市町村,市町村コード,緯度,経度
あいレディースクリニック,502-0914,岐阜県岐阜市菅生６－２－５,058-296-4141,https://ai-lc.com,有,"月・火・木・金8:30～12:30 16:00～19:00
水・土8:30～12:30午後休診",有,岐阜県,岐阜市,21201,35.424557,136.72818
"社会医療法人蘇西厚生会
松波総合病院",501-6062,岐阜県羽島郡笠松町田代185-1,058-388-0111,www.matsunami-hsp.or.jp,有,8:00～11:30（平日のみ）,有,岐阜県,羽島郡笠松町,21303,35.363129,136.757904
"岐阜・西濃医療センター
岐北厚生病院",501-2105,岐阜県山県市高富1187-3,0581-22-1811,http：//www.gihoku.gfkosei.or.jp/,有,"月・火・木曜日 10：30～11：30
（予約制）",無,岐阜県,山県市,21215,35.492081,136.787079
アイリスベルクリニック,501-6244,岐阜県羽島市竹鼻町丸の内4丁目6番,058-393-1122,https://www.irisbell.jp/,有,"月・水・金 9：00～12：30 17：00～20：00
火・木・土 9：00～12：30",有,岐阜県,羽島市,21209,35.326965,136.698517
大橋クリニック,509-0141,岐阜県各務原市鵜沼各務原町５－１７１,058-370-5350,0,有,"月・水・金 9：00～12：00 17：00～19：00
木・土 9:00～12:00",有,岐阜県,各務原市,21213,35.400959,136.913116
医療法人 四葉会 永田産婦人科,504-0968,岐阜県各務原市那加西野町１９０番地,058-382-0058,www.nagataclinic.jp,有,"月・火・水・金 9：00～12：00
15：30～18：00
木 9：00～12：00
土 9：00～13：00",有,岐阜県,各務原市,21213,35.398048,136.834213
モアレディースクリニック,501-0456,岐阜県本巣郡北方町高屋条里３－９０,058-320-0311,https://www.morelady.jp,有,"月・火・木・金 9：00～19：00
水・土 9：00～12：00",有,岐阜県,本巣郡北方町,21421,35.414154,136.688141
横山産院,504-0831,岐阜県各務原市蘇原瑞穂町２－６０－１,058-389-0311,0,有,"月・火・木・金 9：00～12：00 15：00～18：00
水・土・日 9：00～12：00",有,岐阜県,各務原市,21213,35.41375,136.846237
横山クリニック,504-0011,岐阜県各務原市那加北洞町１－４１４－１,058-371-1211,https://itp.ne.jp/info/210102550300000899/,有,"診療時間内
月・火・木・金 9：00～12：00 15：00～18：00
水・土 9：00～12：00",有,岐阜県,各務原市,21213,35.425327,136.843796
大垣市民病院,503-8502,岐阜県大垣市南頬町4丁目86番地,0584-81-3341,https://www.ogaki-mh.jp/,有,24時間,有,岐阜県,大垣市,21202,35.354099,136.622345
いびレディースクリニック,501-0619,岐阜県揖斐郡揖斐川町三輪７１９－１,0585-23-0050,http://www.ibi-lc.or.jp/,有,"平日 9:00～12:00
16:30～19:00
土日 9:00～12:00",有,岐阜県,揖斐郡揖斐川町,21401,35.486938,136.576675
クリニックママ,503-0807,岐阜県大垣市今宿３丁目３４－１,0584-73-5111,https://climama.jp/,有,"平日 9:00～18:00
土 9:00～15:00
（受付は診療終了の30分前）",有,岐阜県,大垣市,21202,35.365562,136.636612
山岸マタニティクリニック,503-0876,岐阜県大垣市俵町１３３,0584-75-5688,0,有,月～土 診療時間内,有,岐阜県,大垣市,21202,35.35778,136.613358
もりレディースクラブクリニック,503-0021,岐阜県大垣市河間町１－１３,0584-74-1888,https://www.mori-lcc.jp/,有,"月火木金 9:00～12:00
16:30～19:00
水 9:00～12:00
土 9:00～13:00",有,岐阜県,大垣市,21202,35.382938,136.605011
児玉レディスクリニック,503-0889,岐阜県大垣市高砂町１－３１,0584-82-1155,,有,"月火木金 9:00～12:30
16:00～19:00
水 9:00～12:30
土 9:00～12:30",有,岐阜県,大垣市,21202,35.363518,136.615295
小坂井レディスクリニック,503-0652,岐阜県海津市馬目３９３－３,0584-53-3388,,有,月火木金土 9:00～18:00,有,岐阜県,海津市,21221,35.22047,136.636612
市川外科,503-0976,岐阜県大垣市南若森町３２８,0584-75-5078,http://ichikawa-geka.com,有,"曜日により異なるためHP参照
木日 休診
土 対応可",有,岐阜県,大垣市,21202,35.35125,136.604904
高田医院,503-2305,岐阜県安八郡神戸町神戸４６８番地,0584-27-2015,http://www.takadaiin.com,有,"月火水金 9:00～12:00
16:00～19:00
木 9:00～12:00
土 9:00～12:00
15:00～18:00",有,岐阜県,安八郡神戸町,21381,35.418888,136.60437
"岐阜県厚生農業協同組合連合会
中濃厚生病院",501-3802,岐阜県関市若草通5-1,0575-22-2211,http://www.chuno.gfkosei.or.jp,有,24時間,有,岐阜県,関市,21205,35.494949,136.921417
鷲見病院,501-5121,岐阜県郡上市白鳥町白鳥2-1,0575-82-3151,http://sumihosp.or.jp/,無,婦人科の診察なし,無,岐阜県,郡上市,21219,35.897285,136.864365
郡上市民病院,501-4222,岐阜県郡上市八幡町島谷1261番地,0575-67-1611,http://www.gujo-hospital.jp/,有,平日8：30～17：30,無,岐阜県,郡上市,21219,35.747177,136.951263
桜台医院,501-3931,岐阜県関市桜台1-6-6,0575-24-4100,なし,有,"平日 9:00-12:00 16:00-18:00
土曜 9:00-12:00",有,岐阜県,関市,21205,35.467766,136.92662
せきレディースクリニック,501-3255,岐阜県関市段下28-2,0575-22-5553,https://seki-ladies.jp/,有,"月、火、木、金曜 8:30-19:00
水、土曜 8:30-12:00",有,岐阜県,関市,21205,35.483585,136.899414
"社会医療法人厚生会
中部国際医療センター",505-8510,岐阜県美濃加茂市健康のまち一丁目1番地,0574-66-1100,https://cjimc-hp.jp/,有,"月～土：8:30～17:00
緊急の場合24時間・要連絡",有,岐阜県,美濃加茂市,21211,35.457184,137.016861
とまつレディースクリニック,509-0214,岐阜県可児市広見２０９７,0574-61-1138,https://www.tomatsu-lc.com,有,"原則診療時間
月、火、木、金 9:00-12:00 16:30-18:30
水、土 9:00-12:00",有,岐阜県,可児市,21214,35.415539,137.064926
ローズベルクリニック,509-0203,岐阜県可児市下恵土２９７５番地１,0574-60-3355,https://www.rosebell.jp/,有,２４時間対応可,有,岐阜県,可児市,21214,35.428791,137.047791
中西ウィメンズクリニック,507-0024,岐阜県多治見市大正町１丁目４５番地,0572-25-8882,http://www.n-w-c.jp/,有,"平日 9:30～19:00
木曜日、土曜日 9:30～12:30",有,岐阜県,多治見市,21204,35.338081,137.128433
西尾産婦人科,509-5136,岐阜県土岐市泉大島町２－２６－２,0572-55-1211,http://nishiogyne.com/,有,"平日 9:00～12:00、16:00～19:00
木曜日、土曜日 9:00～12:00",有,岐阜県,土岐市,21212,35.365631,137.191544
塚田レディースクリニック,509-6115,岐阜県瑞浪市北小田町２－２９３,0572-66-1103,,有,"月曜日、火曜日、金曜日 8:40～11:30、16:40～18:30
水曜日、木曜日、土曜日 8:40～11:30",有,岐阜県,瑞浪市,21208,35.359211,137.244888
総合病院 中津川市民病院,508-8502,岐阜県中津川市駒場1522番地の1,0573-66-1251,http://nakatsugawa-hp.jp/,有,"平日9：00～17：00
（受付時間 8：15～11：30）",有,岐阜県,中津川市,21206,35.489609,137.480988
市立恵那病院,509-7201,岐阜県恵那市大井町2725番地,0573-26-2121,https://enahosp.jp,有,"平日8：30～17：00
土曜8：30～12：30",有,岐阜県,恵那市,21210,35.464371,137.394791
林メディカルクリニック,508-0038,岐阜県中津川市新町5-6,0573-65-2007,http://www.hayashi-mc.jp/,有,"平日（水除く）9：00～18：00
水・土曜 9：00～12：00",有,岐阜県,中津川市,21206,35.498024,137.50441
"地方独立行政法人
岐阜県立下呂温泉病院",509-2292,岐阜県下呂市森２２１１,0576-23-2222,https://www.gero-hp.jp/,有,24時間,有,岐阜県,下呂市,21220,35.819237,137.261841
黒木医院,509-2202,岐阜県下呂市森２４５６,0576-24-1303,,有,"月・火・水・金 9:00-12:00 16:00-18:00
土 9:00-12:00",有,岐阜県,下呂市,21220,35.806934,137.246552
河合医院,509-4235,岐阜県飛騨市古川町弐之町２の１７,0577-74-1333,,有,"平日9:00-12:00 15:00-18:00
（木曜9:00-11:30）
土曜祝日9:00-12:00",有,岐阜県,飛騨市,21217,36.234165,137.186859
しま医院,502-0906,岐阜県岐阜市池ノ上４－７４,058-233-8732,https://www.shima-iin.com/,有,"平日8:30-12:00,16:00-19:00
土曜8:30-12:00,15:00-17:00",有,岐阜県,岐阜市,21201,35.430698,136.745911
アルプスベルクリニック,506-0058,岐阜県高山市山田町３１０,0577-35-1777,https://www.alpsbell.jp,有,"平日 9:00-12:30,17:00-20:00
土曜 9:00～12:30
緊急の場合、24時間対応",有,岐阜県,高山市,21203,36.141773,137.227921
