施設名,郵便番号,住所,電話番号,ウェブサイトURL,産科、婦人科又は産婦人科の標榜の有無,医療機関における緊急避妊にかかる対面診療への対応可能時間帯,常時の緊急避妊薬の在庫の有無,都道府県,市町村,市町村コード,緯度,経度
内田クリニック婦人科,690-0044,島根県松江市浜乃木2丁目6番13号,"0852-55-2880
0120-58-2889",https://www.uchida-clinic.info/gynecology/,有,"月・火・水・金 9:00-12:30 15:30-18：00
土曜日 9:00-12:30",無,島根県,松江市,32201,35.446217,133.054932
佐藤佐婦人科医院,693-0021,島根県出雲市塩冶町1291-18,0853-21-0973,-,有,"木曜日除く平日 9:00-12:00 14:00-18：00
土曜日 9:00-12:00",有,島根県,出雲市,32203,35.359585,132.74971
隠岐広域連合立隠岐病院,685-0016,島根県隠岐郡隠岐の島町城北町355,08512-2-1356,https://www.oki-hospital.com/,有,"平日8：30-17：15
（緊急時には時間外24時間対応可）",有,島根県,隠岐郡隠岐の島町,32528,36.215416,133.319794
島根大学医学部附属病院,693-8501,島根県出雲市塩冶町８９－１,0853-23-2111,https://www.med.shimane-u.ac.jp/hospital/,有,曜日に関わらず24時間,有,島根県,出雲市,32203,35.347454,132.752869
益田赤十字病院,698-8501,島根県益田市乙吉町イ103-1,0856-22-1480,http://masuda.jrc.or.jp/,有,平日8：30-17：00,有,島根県,益田市,32204,34.683659,131.841537
家族・絆の吉岡医院,692-0011,島根県安来市安来町789番地1,0854-22-2065,https://www.familybondyasugiyoshioka.com/,有,"月・火・水・金 9:00-12:30 15:00-18:00
木・土 9:00-12:30",有,島根県,安来市,32206,35.426079,133.245621
吉野産婦人科医院,699-0624,島根県出雲市斐川町上直江3091,0853-72-7470,http://www.yclinic.jp/,有,"月・火・水・金 9:00-12:00 16:00-18:30
土 9:00-12:00",有,島根県,出雲市,32203,35.383141,132.809067
邑智郡公立病院組合公立邑智病院,696-0193,島根県邑智郡邑南町中野3848-2,0855-95-2111,https://www.ohchihospital.jp/,有,平日8:30-17:15,有,島根県,邑智郡邑南町,32449,34.910957,132.448944
松陽台 佐藤クリニック,693-0006,島根県出雲市白枝町988-1,0853-23-5883,-,有,"平日 8:30-16:00
月・土 8:30-13:00",有,島根県,出雲市,32203,35.369549,132.732391
城北産科婦人科クリニック,690-0877,島根県松江市春日町48-1,0852-29-1010,https://www.jouhoku-obgyn.com/,有,"平日 9:00-18:00
土日 9:00-17:00",有,島根県,松江市,32201,35.487621,133.046921
