施設名,郵便番号,住所,電話番号,ウェブサイトURL,産科、婦人科又は産婦人科の標榜の有無,医療機関における緊急避妊にかかる対面診療への対応可能時間帯,常時の緊急避妊薬の在庫の有無,都道府県,市町村,市町村コード,緯度,経度
根来産婦人科医院,640-8137,和歌山県和歌山市吹上4-1-28,073-425-3351,,有,"月水金9:00-12:00、16:00-19:00
火木土9:00-12:00",有,和歌山県,和歌山市,30201,34.21566,135.170959
はまだ産婦人科,649-6314,和歌山県和歌山市島230-2,073-462-0341,http://hama-san.com/,有,"月火水金8:30-18:30
土曜8:30-11:30",有,和歌山県,和歌山市,30201,34.257301,135.253296
森女性クリニック,640-8323,和歌山県和歌山市太田1-10-13,073-488-7027,http://www.mori-ladies.com/,有,"月火水金9:00-14:00
火金15:30-19:00
土9:00-12:00",有,和歌山県,和歌山市,30201,34.231339,135.192856
やましたレディース・マタニティクリニック,640-8007,和歌山県和歌山市元寺町西ノ丁9,073-426-8111,https://yamashita-lmc.com/,有,"月水金9:00-12:00、16:00-19:00
火土9:00-12:00",有,和歌山県,和歌山市,30201,34.239677,135.175034
藤永医院,640-8038,和歌山県和歌山市北町41,073-432-1200,0,有,"平日9：00-12：00
土曜9:00-12:00",有,和歌山県,和歌山市,30201,34.235924,135.173096
海南医療センター,642-0002,和歌山県海南市日方1522-1,073-482-4521,http://kic-kainan-hsp.jp/,有,平日9：00-17:00,有,和歌山県,海南市,30202,34.153774,135.210663
いくこレディースクリニック,642-0002,和歌山県海南市日方1501-7,073-482-0399,http://ikuko-ladies.jp/,有,"月～土9:00-12:00
月水金15:00-18:00",有,和歌山県,海南市,30202,34.156185,135.21312
柳川レディースクリニック,642-0002,和歌山県海南市日方1519-1,073-482-0351,"http://www.eonet.ne.jp/-yanagawa
/",有,"月火木金9:00-13:00、16:00-19:00
水9:00-12:00
土9:00-13:00",有,和歌山県,海南市,30202,34.155495,135.21051
北山産婦人科クリニック,640-0401,和歌山県紀の川貴志川町丸栖662,0736-64-3048,"http://www.kitayama-
sanfujinkaclinic.or.jp/",有,常時（24時間）対応可,有,和歌山県,紀の川市,30208,34.269539,135.362579
馬渕医院,649-6531,和歌山県紀の川市粉河2213,0736-73-2116,,有,"月水金8:00-12:00、16:30-18:00
第2・第4の土8:00-12:00",有,和歌山県,紀の川市,30208,34.276039,135.402588
吉田クリニック,649-7113,和歌山県伊都郡かつらぎ町妙寺439,0736-22-5862,,有,"平日8:30-17:00
土8:30-12:00",有,和歌山県,伊都郡かつらぎ町,30341,34.29705,135.520111
橋本市民病院,648-0005,和歌山県橋本市小峰台2-8-1,0736-37-1200,https://www.hashimoto-hsp.jp/,有,"平日8:30-17:00
土日祝8:30-17:00",有,和歌山県,橋本市,30203,34.355927,135.63559
いこまレディースクリニック,648-0072,和歌山県橋本市東家1-2-25 サンライズビル1F,0736-39-8080,,有,"月火水金8:30-20:00
土日8:30-12:00",有,和歌山県,橋本市,30203,34.314594,135.604675
奥村マタニティクリニック,648-0072,和歌山県橋本市東家4-18-13,0736-32-0072,"http://www.okumuraclinic.or.jp/mat
ernity/",有,"平日9:00-17:00
土9:00-13:00",有,和歌山県,橋本市,30203,34.315498,135.610336
奥村レディースクリニック,648-0072,和歌山県橋本市東家4-18-13,0736-32-0072,"http://www.okumuraclinic.or.jp/ladi
es/",有,"月火水金9:00-12:00、15:00-17:45
木土9:00-12:00",有,和歌山県,橋本市,30203,34.315498,135.610336
吉岡レディースクリニック,643-0034,和歌山県有田郡有田川町小島291,0737-52-7503,http://yoshioka-ladies.com/,有,"月水金9:00-12:00、16:00-19:00
火土9:00-12:00
木16:00-19:00",有,和歌山県,有田郡有田川町,30366,34.064949,135.196045
くすばやし医院,643-0152,和歌山県有田郡有田川町金屋256-1,0737-32-2336,,有,"平日9:00-12:00、16:00-18:00
土9:00-12:00",有,和歌山県,有田郡有田川町,30366,34.059124,135.255173
ひだか病院,644-0002,和歌山県御坊市薗116-2,0738-22-1111,"http://www.hidakagh.gobo.wakayam
a.jp/",有,平日・休日共に24時間対応,有,和歌山県,御坊市,30205,33.895592,135.153732
白浜はまゆう病院,649-2211,和歌山県西牟婁郡白浜町1447,0739-43-6200,http://www.hamayu-hp.or.jp/,有,平日8:00-17:00,有,和歌山県,西牟婁郡白浜町,30401,33.682064,135.348602
榎本産婦人科,646-0031,和歌山県田辺市湊8-26,0739-22-0019,http://www.enomoto.or.jp/,有,"月火水金9:00-12:00、17:00-19:00
木土9:00-12:00",有,和歌山県,田辺市,30206,33.732033,135.384033
レディースクリニックばんどう,646-0022,和歌山県田辺市東山2-27-26,0739-25-0929,http://lcbandoh.jp/,有,"月火水金9:00-18:00
木土9:00-12:00",有,和歌山県,田辺市,30206,33.722553,135.39502
新宮市立医療センター,647-0072,和歌山県新宮市蜂伏18-7,0735-31-3333,"http://www.hsp.shingu.wakayama.jp
/",有,対応は24時間,有,和歌山県,新宮市,30207,33.687164,135.963898
いずみウィメンズクリニック,647-0033,和歌山県新宮市清水元1-6-33,0735-21-0311,http://www.izumi-w-clinic.jp/,有,"月～土9:00-12:00
月火水金15:00-18:00",有,和歌山県,新宮市,30207,33.717258,135.998016
矢島医院,647-0007,和歌山県新宮市別当屋敷町6-8,0735-22-2337,,有,平日9:00-17:00,有,和歌山県,新宮市,30207,33.728825,135.986221
KAY CLINIC,641-0007,和歌山県和歌山市小雑賀3丁目3-14,073-488-2246,https://kay-cl.com/,有,"月・火（第1･3）木金 9：00～12：00
月･火（第2･4･5）木金 9：00～12：00、16：00～19：00
土10：00～14：00
日（第４以外）10：00～14：00","無
（隣接薬局に在庫有。
診療時間中は開いている）",和歌山県,和歌山市,30201,34.212986,135.185516
ふじ戸台レディースクリニック,640-8451,"和歌山県和歌山市中573-19
ふじと台ステーションビルエスタシオン東棟４階",073-451-6058,https://fujitodailc.net/,有,"月火水金土9：30～13：00
月火水木金14：00～17：00",有,和歌山県,和歌山市,30201,34.27301,135.14653
紀南病院,646-8588,和歌山県田辺市新庄町46番地の70,0739-22-5000,"http://www.kinan-
hp.tanabe.wakayama.jp/",有,平日8：30～17：15,有,和歌山県,田辺市,30206,33.729977,135.402939
